iter	PRAUC	Logloss
185	0.9309480037	0.3312945665
186	0.9310085822	0.3311632645
187	0.9310680231	0.3309925779
188	0.9310832662	0.3309418473
189	0.931115187	0.3308427562
190	0.9312591832	0.3305416475
191	0.9312980829	0.3303886835
192	0.9314309935	0.3300818108
193	0.9315232483	0.3298595369
194	0.9315431063	0.3298130685
195	0.9315782092	0.3297346811
196	0.9316768407	0.3294443649
197	0.9318078073	0.3290996224
198	0.9319274828	0.328876136
199	0.9321066549	0.3283728513
200	0.9322403274	0.3280650969
201	0.9322908446	0.3279528414
202	0.9324450515	0.3276597574
203	0.9326636814	0.3272483531
204	0.9327346347	0.3270732554
205	0.9327490112	0.3269838016
206	0.9328378253	0.3266390514
207	0.9328897039	0.326447892
208	0.9330050549	0.3261755267
209	0.9331424905	0.3258865284
210	0.9332027531	0.3256614312
211	0.9332871392	0.3254746597
212	0.9334075043	0.325243807
213	0.9334984748	0.3249807866
214	0.93353415	0.3248252545
215	0.9335791331	0.3246975532
216	0.9337344549	0.3243354765
217	0.9337373869	0.324311357
218	0.9337770933	0.3241289739
219	0.9339208155	0.3238409358
220	0.9339639283	0.3237366257
221	0.9340238557	0.323640621
222	0.9341365113	0.323368272
223	0.9342289541	0.3231743299
224	0.9342445408	0.3230896079
225	0.9342675065	0.323024496
226	0.9343777932	0.3227474412
227	0.9344102132	0.3226930908
228	0.9344192815	0.3226661831
229	0.9344489006	0.3225978103
230	0.93448495	0.3224960432
231	0.9345958033	0.3222152479
232	0.9346349012	0.3221504789
233	0.9346684003	0.3220376934
234	0.9347369444	0.3218628281
235	0.9347632041	0.3217690917
236	0.9347772684	0.3216752078
237	0.9348512159	0.3215573007
238	0.9349350317	0.3213753932
239	0.9350059937	0.3211809573
240	0.93507042	0.3209978973
241	0.9351276799	0.3208821702
242	0.9351485804	0.3208264994
243	0.9351880265	0.3207344863
244	0.9352692645	0.3205282887
245	0.9352978037	0.3203982902
246	0.9353834211	0.3200411237
247	0.9354123942	0.319956742
248	0.9354183296	0.3199215661
249	0.9354588363	0.3198190423
250	0.935584154	0.3195530745
251	0.9355967084	0.3195152671
252	0.935638079	0.3194185628
253	0.9356806089	0.3193636579
254	0.9357208223	0.3192902237
255	0.9357849705	0.319053129
256	0.9358740251	0.3188058122
257	0.9358902221	0.318761129
258	0.9359291255	0.3186704799
259	0.935969514	0.3185475807
260	0.9359692719	0.3185286976
261	0.9360182779	0.3183795682
262	0.9360655557	0.3182269467
263	0.9360655557	0.318226935
264	0.9361570205	0.318045839
265	0.9363055424	0.3176867544
266	0.9363558678	0.3175754371
267	0.9364455094	0.3173917557
268	0.9365114565	0.317274903
269	0.9365089019	0.3172664047
270	0.9365157812	0.317151642
271	0.9366003107	0.3170124648
272	0.9366324556	0.3169422332
273	0.9366462678	0.316860061
274	0.9366728331	0.3167547588
275	0.9367336422	0.3166308582
276	0.9368135267	0.3165183511
277	0.9368234886	0.3164680777
278	0.9368809679	0.3163409687
279	0.9369265597	0.3161998202
280	0.93698072	0.3161005741
281	0.9370327454	0.3159827989
282	0.9371368791	0.3156926259
283	0.937188752	0.315582551
284	0.9371999582	0.3155401097
285	0.9372291976	0.3154491684
286	0.9373010779	0.3152651748
287	0.9374247777	0.3150115699
288	0.9374899853	0.3148685371
289	0.9375786204	0.314662236
290	0.9375772208	0.3146614217
291	0.9376100207	0.3146031896
292	0.9377645636	0.3142679639
293	0.937837796	0.3140758865
294	0.9379545307	0.3137857222
295	0.9379846784	0.3137195795
296	0.9380152403	0.3136506359
297	0.9380737475	0.3135195124
298	0.9382123214	0.3131062518
299	0.9382610384	0.3129908483
300	0.9383319973	0.3127958391
301	0.9383616534	0.312733262
302	0.9383930462	0.3126480811
303	0.9385734455	0.3123245472
304	0.9386784984	0.3121315197
305	0.9386961852	0.3120656577
306	0.9387258384	0.311949938
307	0.9388151164	0.3117697608
308	0.9389148492	0.3114989996
309	0.9390164574	0.3112625028
310	0.9390697911	0.3111867221
311	0.9391744167	0.3110276359
312	0.9392143696	0.310922047
313	0.9393163934	0.3106125405
314	0.9393815911	0.3105120862
315	0.9394052461	0.3104133995
316	0.9394361802	0.3103286083
317	0.9395010534	0.310207375
318	0.9395361498	0.3101308195
319	0.9396391481	0.3099956041
320	0.9396632321	0.3099038971
321	0.9396776758	0.3098839879
322	0.9397282429	0.309800416
323	0.9397393032	0.3097410632
324	0.9397817039	0.3096566914
325	0.9399091502	0.3094074467
326	0.9399418249	0.3093119843
327	0.9400296974	0.3091276007
328	0.9401170601	0.3089743136
329	0.9402322129	0.3087079498
330	0.9402898701	0.3085510187
331	0.940338268	0.3084125542
332	0.9405298271	0.3078706129
333	0.9405864748	0.3077669603
334	0.9406154883	0.3076445903
335	0.9407298603	0.3074400775
336	0.9407732087	0.3073400942
337	0.9408664424	0.3071815863
338	0.9408685063	0.307168284
339	0.9409350813	0.3070309853
340	0.9411035604	0.3066837411
341	0.9411776158	0.3064712072
342	0.9412117753	0.3063686451
343	0.9412672654	0.3062287999
344	0.9413608216	0.3060676285
345	0.9414027055	0.3059574709
346	0.9415002641	0.3057105256
347	0.9415351912	0.305613494
348	0.9415906208	0.3055316608
349	0.9417570824	0.3051006622
350	0.9417573616	0.3050997051
351	0.941790039	0.3050412098
352	0.9419343368	0.3046925842
353	0.9420009629	0.3044517253
354	0.9420877148	0.3042829059
355	0.9421655966	0.3040197133
356	0.9422186211	0.303934929
357	0.942298846	0.3037302265
358	0.9424493511	0.3034687222
359	0.9424942623	0.3033823535
360	0.9425145878	0.3033372954
361	0.9425852947	0.3031626034
362	0.9426615252	0.3029833914
363	0.9427137501	0.302904108
364	0.9427821288	0.3026266532
365	0.9428466506	0.3024281995
366	0.9429016935	0.3022687857
367	0.9430608316	0.3018278016
368	0.9430911314	0.3017401557
369	0.9431245535	0.3016699083
370	0.9431777911	0.3015558113
371	0.9432321537	0.3014271073
372	0.9432321537	0.3014271063
373	0.9432795654	0.3012245473
374	0.9433590428	0.3008864318
375	0.9434449369	0.3006903277
376	0.9436183961	0.3002979865
377	0.943625024	0.3002871451
378	0.9437811424	0.2999840003
379	0.9439029506	0.2995616408
380	0.9439460866	0.2994920742
381	0.9440262866	0.2992550444
382	0.9441298647	0.2990821694
383	0.9442511485	0.2988121579
384	0.944452668	0.2982542554
385	0.9445720356	0.297869471
386	0.9446637384	0.2976910119
387	0.9447609235	0.2974498769
388	0.9447828799	0.2973568666
389	0.9448622331	0.297140234
390	0.9449065903	0.297040764
391	0.9450247076	0.2968388013
392	0.945073552	0.2967162028
393	0.9452055878	0.296329845
394	0.9453755224	0.2959410142
395	0.9453955105	0.295908118
396	0.9454951431	0.2957144839
397	0.945615887	0.2954287824
398	0.9457736991	0.2951029738
399	0.9458066137	0.2950447128
400	0.9459017914	0.2947409276
401	0.9460288121	0.2944545341
402	0.9460809813	0.2942710893
403	0.946134897	0.2941509559
404	0.9461366223	0.2941487302
405	0.9461536405	0.2941152466
406	0.9462060648	0.2940158426
407	0.9463403556	0.2937556489
408	0.9465459975	0.2931982234
409	0.9466649975	0.2928922898
410	0.9468213207	0.2926250905
411	0.946823366	0.2926230442
412	0.9469957673	0.292167963
413	0.9470736668	0.2919907856
414	0.9471135557	0.2919036982
415	0.9472417085	0.2916760768
416	0.9472977365	0.2915836477
417	0.9474279073	0.2913838841
418	0.94745934	0.2912960595
419	0.9475284292	0.2911492802
420	0.9476206381	0.2909982469
421	0.9477053436	0.2908301897
422	0.9478721819	0.290481627
423	0.9479371662	0.2903399313
424	0.9480274149	0.2901873829
425	0.9482013002	0.2897922667
426	0.948303981	0.2896148938
427	0.9484804027	0.2892484434
428	0.9485571257	0.2891219593
429	0.9486053111	0.2890141948
430	0.9486120705	0.2890072086
431	0.9486163932	0.2889953699
432	0.9487329782	0.2887844981
433	0.9488115389	0.2886192504
434	0.9488800813	0.2884145919
435	0.9489048455	0.2883361986
436	0.9489167622	0.2883043475
437	0.9489502251	0.2882579802
438	0.9490899514	0.2878832
439	0.94909878	0.2878746932
440	0.9491082288	0.2878537986
441	0.949111199	0.2878437175
442	0.9492823198	0.2873658275
443	0.9493444145	0.2871454516
444	0.9495199944	0.286811866
445	0.9495631944	0.2866881479
446	0.9495660476	0.2866839656
447	0.9497309516	0.2862961919
448	0.9499379581	0.2858659394
449	0.9500052091	0.2857545943
450	0.9501272428	0.2853594773
451	0.9501290954	0.2853521676
452	0.9501692143	0.2852673518
453	0.9502439825	0.2849887748
454	0.9504517955	0.2845304231
455	0.9505239905	0.2843430286
456	0.9505751643	0.2842213546
457	0.9506155094	0.2841235211
458	0.9506520928	0.2840419996
459	0.950730598	0.2838147095
460	0.9508460105	0.283563542
461	0.9508838001	0.2834679635
462	0.9509316276	0.2832967027
463	0.9509747142	0.2831137383
464	0.9510867669	0.2827986205
465	0.9510867669	0.2827985096
466	0.9511191372	0.2827028635
467	0.9511652648	0.2825339057
468	0.9512059122	0.2824405462
469	0.9512325685	0.2823803729
470	0.9513664106	0.2820060294
471	0.9513664106	0.2820058506
472	0.951368551	0.2820017646
473	0.9513687195	0.2820012285
474	0.9515108474	0.281796109
475	0.9517083645	0.2812856091
476	0.9517584015	0.2811915145
477	0.9518095186	0.2810780771
478	0.9519951445	0.2806116862
479	0.9521079147	0.2803633536
480	0.9522025699	0.2800594477
481	0.9522114403	0.2800348772
482	0.9522115954	0.2800343788
483	0.952211827	0.2800338935
484	0.9522420858	0.2799749464
485	0.9523281571	0.279754195
486	0.952386147	0.2796485747
487	0.952386147	0.2796485192
488	0.9523885642	0.2796445932
489	0.9524071261	0.2796012877
490	0.9524993354	0.2794423382
491	0.9524996432	0.2794418582
492	0.9525495039	0.2793224444
493	0.9526369137	0.2789448149
494	0.9526825639	0.2788149865
495	0.9527305733	0.2787051878
496	0.9527547515	0.2786301468
497	0.9528206558	0.2784556661
498	0.9528344649	0.2784152229
499	0.9528345758	0.2784147157
500	0.9529287515	0.2780786635
501	0.9529606151	0.2780320807
502	0.9530109759	0.277864703
503	0.9530726931	0.277703382
504	0.9531047763	0.2775908106
505	0.9531047763	0.277590761
506	0.953198226	0.2773453595
507	0.9532318463	0.2772504573
508	0.9532959103	0.2770409098
509	0.9533006799	0.2770255905
510	0.9533007054	0.2770251498
511	0.9533211391	0.2769713975
512	0.953376443	0.2767979459
513	0.9533783859	0.2767905363
514	0.9534349173	0.2766141485
515	0.9534834374	0.2765202451
516	0.9534933897	0.2764653494
517	0.9535456445	0.2762697791
518	0.9535928655	0.276180863
519	0.9537488439	0.275769274
520	0.9538937796	0.2755046491
521	0.9539051904	0.2754669514
522	0.9539050934	0.2754665228
523	0.953945954	0.2753893978
524	0.9539652006	0.2753525707
525	0.9540788371	0.2751150102
526	0.9540788371	0.2751150033
527	0.9540788371	0.2751149969
528	0.9541155183	0.2749484134
529	0.9541893665	0.2748000746
530	0.9541908823	0.2747930843
531	0.9542402014	0.2746929326
532	0.9542766603	0.2746152807
533	0.9542842466	0.2745976628
534	0.954322784	0.2744147748
535	0.954322784	0.274414768
536	0.9544698545	0.2740036454
537	0.9545105378	0.2739014001
538	0.9545165502	0.2738909138
539	0.9545623316	0.2737140741
540	0.9546132485	0.2736161525
541	0.954613155	0.2736157463
542	0.9546618655	0.2735082302
543	0.9546618655	0.2735082301
544	0.954799592	0.273116565
545	0.9549123973	0.2728278902
546	0.9549123973	0.2728278895
547	0.9549924295	0.2725652337
548	0.9550223287	0.2724754548
549	0.9550236813	0.2724688835
550	0.9550279526	0.2724663953
551	0.9550582928	0.2723882436
552	0.9550603967	0.272383431
553	0.9550763227	0.2723451635
554	0.9550753497	0.2723429731
555	0.9551773715	0.2720976517
556	0.9551780031	0.2720913629
557	0.9552300541	0.2719497878
558	0.9552666552	0.2718535525
559	0.9552761135	0.2717915425
560	0.9552777603	0.2717854659
561	0.9553149654	0.2716927784
562	0.9553404798	0.271597698
563	0.9553422188	0.2715918758
564	0.9554755928	0.2713775975
565	0.9555065288	0.2713237448
566	0.9555763156	0.2710887912
567	0.9556119466	0.2709818734
568	0.955622255	0.2709230183
569	0.955656365	0.2708517202
570	0.9556692437	0.2708157322
571	0.9556692437	0.2708157309
572	0.9557031704	0.2707284123
573	0.9557268905	0.2706952691
574	0.9557268905	0.270695261
575	0.9557442512	0.2706225458
576	0.9557843798	0.2704556034
577	0.9557843798	0.2704556007
578	0.9558388714	0.2703619028
579	0.9558819024	0.2702189343
580	0.9559291481	0.2701418049
581	0.9559291481	0.2701417886
582	0.9559715948	0.270066998
583	0.9559664004	0.2700430926
584	0.9560050272	0.2699617803
585	0.9560167796	0.269945909
586	0.9560371382	0.2699228729
587	0.9560371382	0.2699228715
588	0.9560593905	0.2698745693
589	0.9560640234	0.2698680727
590	0.9560880962	0.2698019405
591	0.9562103507	0.269493311
592	0.9562413722	0.2694008682
593	0.9562692372	0.2693227493
594	0.9563232168	0.2692035517
595	0.9563411107	0.2691276392
596	0.9564075768	0.269032916
597	0.9564667492	0.2688703956
598	0.9564912511	0.2688215932
599	0.9565527315	0.2686465249
600	0.9565663943	0.268610539
601	0.9566078326	0.2685110503
602	0.9566427345	0.2683783242
603	0.9566704942	0.2683012125
604	0.9567011366	0.2682413727
605	0.9567927351	0.2679368632
606	0.9569027958	0.2676672166
607	0.9569236834	0.2675917061
608	0.9569724404	0.2674466168
609	0.9570092654	0.2673042863
610	0.9570098497	0.2673033927
611	0.9570814962	0.2671848499
612	0.9571092053	0.2671278156
613	0.9571129099	0.2671244046
614	0.9571384981	0.2669664245
615	0.9571505365	0.2669306915
616	0.9571753914	0.2668801812
617	0.9571987702	0.2667633342
618	0.9572205261	0.2667036902
619	0.9572938494	0.2664334939
620	0.9572994169	0.2664203083
621	0.9574032092	0.2662028115
622	0.9574032092	0.2662028103
623	0.9574247068	0.2661385062
624	0.9574247068	0.266138506
625	0.9575609377	0.265898516
626	0.9576149177	0.2657876507
627	0.9576151136	0.265780115
628	0.9576296829	0.265715713
629	0.9576489024	0.2656759333
630	0.9576489024	0.2656759321
631	0.9576803715	0.2655743726
632	0.9576973865	0.2655083629
633	0.9576973865	0.2655083605
634	0.9577251682	0.2654294491
635	0.9577371338	0.2653272816
636	0.9578329093	0.2651130618
637	0.9578329093	0.26511306
638	0.9578329093	0.2651130565
639	0.9579095498	0.264852879
640	0.9579440842	0.2647676032
641	0.9579932247	0.2646664818
642	0.9579941559	0.2646656822
643	0.958052032	0.2645677711
644	0.9581350602	0.2643551097
645	0.9581566537	0.2643105389
646	0.9581680149	0.2642732104
647	0.9582325394	0.2641714433
648	0.958272667	0.2640470258
649	0.9583512285	0.2638825172
650	0.9583512285	0.2638825125
651	0.9583864266	0.2638020137
652	0.9583883395	0.2637965761
653	0.9583883395	0.2637965729
654	0.9584149145	0.2637191547
655	0.9584280942	0.2636844306
656	0.9584764794	0.2635646936
657	0.9585129633	0.2634922688
658	0.958557145	0.2633629558
659	0.9585706542	0.2633303708
660	0.9585851788	0.2632867446
661	0.9585948782	0.2632579499
662	0.9586046566	0.2632266479
663	0.9586231365	0.2631823177
664	0.9586290726	0.2631696791
665	0.9587029061	0.2628719328
666	0.9587166065	0.2628251489
667	0.9587166065	0.2628251457
668	0.9587332345	0.262807601
669	0.9587627957	0.2627551272
670	0.9588012006	0.2626493068
671	0.9588012006	0.2626493059
672	0.9588723245	0.2623917325
673	0.958876659	0.2623867401
674	0.9589033978	0.2623316138
675	0.9589393462	0.2622511216
676	0.9589617589	0.2621329011
677	0.9589767814	0.2621036188
678	0.9590087068	0.262048384
679	0.95906617	0.2618656076
680	0.9591107029	0.2617323737
681	0.9592027283	0.2615465673
682	0.9592371525	0.2614795923
683	0.9592932358	0.2613237123
684	0.9593281263	0.2612436743
685	0.9593421568	0.2611921544
686	0.9593423893	0.2611914662
687	0.9594709974	0.2608427445
688	0.9595599628	0.2605446097
689	0.9596483976	0.2603383148
690	0.9596977543	0.2602440135
691	0.9597106949	0.2601953303
692	0.9597748991	0.2600243369
693	0.9598098928	0.2599540789
694	0.9598388337	0.2599040981
695	0.9598417717	0.259892893
696	0.9598452271	0.259880518
697	0.959886898	0.2597681439
698	0.9599273333	0.2596782584
699	0.9599782337	0.2595282654
700	0.9599877587	0.2595059016
701	0.9599896152	0.2594952365
702	0.9599896152	0.2594952352
703	0.9599896152	0.2594952351
704	0.9600675715	0.2593005469
705	0.9601636954	0.2591007845
706	0.9601927283	0.2590328031
707	0.96025106	0.2588532982
708	0.9603452986	0.2585961572
709	0.9603742637	0.2585493918
710	0.960420395	0.2584544498
711	0.9604859846	0.2582631007
712	0.9605464463	0.2581584192
713	0.9606369461	0.2579164571
714	0.96065558	0.2578482414
715	0.9606605621	0.2578261995
716	0.9607916706	0.2574717727
717	0.9608310539	0.2573183943
718	0.9608999395	0.2571086618
719	0.9609998718	0.2568548986
720	0.9610778294	0.2566098435
721	0.9611139743	0.2565046752
722	0.9611531723	0.2563479286
723	0.9611916404	0.2562104835
724	0.9612101581	0.2561245584
725	0.9612118766	0.256121804
726	0.9612287467	0.2560868419
727	0.9613254619	0.2558573045
728	0.9613605141	0.2557870218
729	0.9614584525	0.2555658396
730	0.9615530259	0.2553480422
731	0.9615762852	0.2552689167
732	0.961583625	0.2552348531
733	0.9616569929	0.2550374929
734	0.9616721241	0.2550167658
735	0.9616765656	0.2549455372
736	0.9617018113	0.2548576031
737	0.9617398425	0.2547316945
738	0.9617677465	0.2546589164
739	0.9617677465	0.2546589161
740	0.961844333	0.2544553116
741	0.961895091	0.2543634502
742	0.9619041596	0.254331821
743	0.9619668445	0.2541770227
744	0.961994919	0.2541257755
745	0.9620465083	0.2539578017
746	0.9620906216	0.25386259
747	0.962094581	0.2538495342
748	0.9621599385	0.2537170606
749	0.9621968906	0.2536361494
750	0.9622130588	0.2535633615
751	0.96226148	0.253486506
752	0.9623122417	0.2533634351
753	0.9624021706	0.253097406
754	0.9624458136	0.2529599146
755	0.9624648642	0.2529221977
756	0.9625338006	0.2526925896
757	0.9625908586	0.2525834071
758	0.9625924339	0.2525804928
759	0.9626596619	0.2523733108
760	0.9627372754	0.2521953179
761	0.9627523819	0.2521770831
762	0.9627626836	0.2521597358
763	0.9627691409	0.2521141612
764	0.9627694797	0.2520486472
765	0.9627842579	0.2520279918
766	0.9628068846	0.2519456354
767	0.9628343678	0.2519225298
768	0.9628434258	0.2519028764
769	0.9628468258	0.2518969757
770	0.9628967582	0.2517677866
771	0.9630130031	0.2515452974
772	0.9630206538	0.2515259982
773	0.9630458026	0.2514554758
774	0.9630783793	0.2513803164
775	0.9631166587	0.2512939683
776	0.9631246832	0.2512764314
777	0.9631401283	0.2512408466
778	0.9631786857	0.2511187372
779	0.9632152248	0.2510553648
780	0.963278766	0.2508660808
781	0.9632976938	0.2507968997
782	0.9633592882	0.2506017425
783	0.9633632028	0.2505900874
784	0.9634016182	0.2504749416
785	0.9634219443	0.2504471688
786	0.9634615036	0.2503207478
787	0.9634937721	0.250221646
788	0.9635352834	0.2500443073
789	0.9635661905	0.2499653581
790	0.9636275819	0.2498356218
791	0.9636275819	0.2498356197
792	0.9637064156	0.2496563249
793	0.9637835603	0.2495008564
794	0.9638023809	0.2494420931
795	0.9638235409	0.2494008259
796	0.9638710291	0.2492795125
797	0.9639207209	0.2491594266
798	0.9639475669	0.249096734
799	0.9639660569	0.2490326217
800	0.9639751227	0.2490134561
801	0.9640243944	0.2488606876
802	0.9640295672	0.248848704
803	0.9640654701	0.2487680545
804	0.9641169325	0.248647165
805	0.9641283286	0.2486103622
806	0.9642070151	0.2483625297
807	0.9642295578	0.2483127106
808	0.9642728774	0.2481625773
809	0.9643310101	0.2479800775
810	0.9643310101	0.2479800774
811	0.9643716951	0.2478056592
812	0.9643711863	0.2477838781
813	0.9643902982	0.2477033114
814	0.9644275464	0.2476623235
815	0.9644822406	0.2475488875
816	0.9645056234	0.2474784366
817	0.9645566031	0.2473089882
818	0.9646026333	0.2471961016
819	0.9646162357	0.2471664036
820	0.9646682747	0.2470339622
821	0.9647240796	0.2468952075
822	0.9647554946	0.2468487865
823	0.9647943186	0.2467179336
824	0.9648504565	0.2465667577
825	0.9648779616	0.2464838257
826	0.9649515317	0.2463422709
827	0.9649525524	0.2463319219
828	0.9650042795	0.2461869421
829	0.9651045975	0.245869001
830	0.9651216438	0.2458401892
831	0.9651428178	0.2457874562
832	0.9651954554	0.2456547169
833	0.9652169347	0.2455879199
834	0.9652483449	0.2455178951
835	0.9652551215	0.2455081785
836	0.9652938986	0.2454173135
837	0.965358454	0.2452676723
838	0.9654027338	0.2451286458
839	0.96541259	0.2451066355
840	0.9654220012	0.2450892098
841	0.965442771	0.2450443078
842	0.9654529513	0.2450162174
843	0.9654876711	0.2449352259
844	0.9654941766	0.2449175485
845	0.9655056017	0.2448595632
846	0.9655843547	0.2445957461
847	0.9656145279	0.2445009218
848	0.9656262911	0.2444468361
849	0.9657165764	0.2441700038
850	0.9657772092	0.2440456825
851	0.9657906058	0.2440200352
852	0.965838133	0.2439375589
853	0.9658615922	0.2438916007
854	0.9658851834	0.2438098769
855	0.9659422115	0.2436526528
856	0.9659615551	0.2435872262
857	0.9660129203	0.2434718094
858	0.9660483529	0.2433190669
859	0.9660951939	0.2432200026
860	0.9661587538	0.2430077781
861	0.9662077921	0.2429117739
862	0.9662316407	0.2428643862
863	0.9662302974	0.2428299477
864	0.9662450376	0.2427712631
865	0.9662783004	0.2426651431
866	0.9663077882	0.2425920739
867	0.9663093092	0.2425667995
868	0.9663107263	0.2425474176
869	0.9663417828	0.2424605939
870	0.9663711755	0.2424004703
871	0.9663983046	0.2423427427
872	0.9664140211	0.2423247237
873	0.9664335058	0.242256669
874	0.9664356173	0.242246891
875	0.966493804	0.2420647776
876	0.9665489878	0.2419216791
877	0.9665551583	0.2419038033
878	0.9666131191	0.2417656654
879	0.9666356017	0.2417220684
880	0.9666643386	0.2416655803
881	0.9666784003	0.2416413078
882	0.9667123502	0.2415937387
883	0.9667621527	0.2415057129
